,SUBST,PRON,VERB,ADJ,ART,PREP,UNC,ADV,CONJ,INTERJ
software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vaughan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
glasser,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kundera,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klima,0.9473684210526315,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
detainees,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fermentation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mac,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spice-box,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
affects,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rejected,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
cure,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
infections,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
item,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0
inform,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uganda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
partially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
independently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parish,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
representative,0.7222222222222222,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
entering,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surviving,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
improved,0.0,0.0,0.7222222222222222,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
guarantee,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loan,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
discussing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
educational,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
catherine,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
philosophers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
admired,0.0,0.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
symbol,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
widow,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cousin,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
opinions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
acknowledged,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
persons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appreciate,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attracted,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
architectural,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
heading,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
extract,0.7222222222222222,0.0,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scarlet,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
motion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
initially,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
progressive,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
enjoying,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frequent,0.0,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
struggling,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
fantasy,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myths,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
simplicity,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scope,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reproduced,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1964,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
transferred,0.0,0.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
quantity,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surrounded,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
impose,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polish,0.2777777777777778,0.0,0.2777777777777778,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
supper,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
audiences,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoped,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
victoria,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
virgin,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
bearing,0.16666666666666666,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
requirement,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
comparisons,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
superior,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
viewpoint,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regarding,0.0,0.0,0.2777777777777778,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0
concerning,0.0,0.0,0.2777777777777778,0.0,0.0,0.7222222222222222,0.0,0.0,0.0,0.0
readily,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
dealt,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
returns,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
directions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
succeed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
strain,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sober,0.0,0.0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
lawrence,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vigorous,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
camera,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insisted,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sustained,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
raises,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
resolve,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gathering,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
auction,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bears,0.2777777777777778,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
definite,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
convenient,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hamlet,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
scenes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i.e.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
react,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
swimming,0.6111111111111112,0.0,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consult,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sooner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
effectiveness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disappear,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uncomfortable,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
protein,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mothers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grows,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
applications,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screened,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
therapist,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
installed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bathroom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adjacent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
manual,0.8888888888888888,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
sip,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demanded,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rolled,0.0,0.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
finals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
loving,0.0,0.0,0.6111111111111112,0.3888888888888889,0.0,0.0,0.0,0.0,0.0,0.0
parted,0.0,0.0,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0
fan,0.9444444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
attacking,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
shirts,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
picking,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
insist,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
net,0.5,0.0,0.05555555555555555,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
string,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gaze,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cups,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
revenge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neatly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
bags,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imprisoned,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0
responded,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stuffed,0.0,0.0,0.7222222222222222,0.2777777777777778,0.0,0.0,0.0,0.0,0.0,0.0
mistress,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
knock,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bone,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
abandon,0.1111111111111111,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
concrete,0.3333333333333333,0.0,0.05555555555555555,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0
equivalent,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
glory,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ray,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
agatha,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poirot,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alongside,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
roll,0.3888888888888889,0.0,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
expressions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screw,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
demonstrations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lane,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
functional,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
sizes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stream,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chisels,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gap,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sustain,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thickness,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
blank,0.3333333333333333,0.0,0.1111111111111111,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0
duties,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primitive,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fittings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faithful,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
reduces,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
participant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
analyst,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
integrated,0.0,0.0,0.05555555555555555,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
chains,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fails,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
radical,0.05555555555555555,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
communications,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vote,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
polises,0.9444444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
incidents,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
engaged,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bachelors,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mistakes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
seventeen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
photo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ethos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
principal,0.1111111111111111,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0
investment,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yard,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murmured,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
draws,0.05555555555555555,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
repetitions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
venables,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yardley,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawyer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
spasmo,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
functionalism,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cortex,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aileron,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alliances,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
amendment,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mellowes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaromil,0.9444444444444444,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
violations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
asylum,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
screenings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dumb-bells,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
081,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
p,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sexuality,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
facility,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surrey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
part-time,0.0,0.0,0.0,0.8823529411764706,0.0,0.0,0.0,0.11764705882352941,0.0,0.0
congregation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
romania,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contributions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tear,0.7058823529411765,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rely,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
regions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
needing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sophisticated,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
pressing,0.0,0.0,0.6470588235294118,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0
ensuring,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neighbourhood,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
covering,0.058823529411764705,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arriving,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hay,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
emotions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
functions,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greece,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
searching,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0
vivid,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
documents,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
intelligent,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fry,0.8235294117647058,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
desired,0.0,0.0,0.47058823529411764,0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.0
assess,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
limitations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unnecessary,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
custom,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illustrations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
metaphor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
consequently,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
persuade,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stressed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
implied,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0
borrowed,0.0,0.0,0.8235294117647058,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0
extraordinary,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
regret,0.5882352941176471,0.0,0.4117647058823529,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mechanical,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
meanings,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
surveys,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gogh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
employed,0.0,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
hugh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ranks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coin,0.8823529411764706,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
respects,0.8235294117647058,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imitation,0.9411764705882353,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
assured,0.0,0.0,0.7058823529411765,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0
thereby,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
revealed,0.0,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
taylor,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
assumed,0.0,0.0,0.9411764705882353,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0
exhausted,0.0,0.0,0.23529411764705882,0.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0
formation,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
proportion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fix,0.058823529411764705,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caution,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
threatening,0.0,0.0,0.7647058823529411,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0
decline,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
maintaining,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fourteen,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
attributed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lamb,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gesture,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conservation,0.6470588235294118,0.0,0.0,0.35294117647058826,0.0,0.0,0.0,0.0,0.0,0.0
outsiders,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pop,0.29411764705882354,0.0,0.5882352941176471,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0
pronounced,0.0,0.0,0.5294117647058824,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,0.0
rhythm,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
anxious,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
genuinely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
prince,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
appeals,0.9411764705882353,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unfair,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
emerged,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
advised,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pains,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
freely,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
aerobic,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
preventing,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hospitals,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
belfast,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dense,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
monthly,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lots,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dangers,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
washed,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
household,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
recommend,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
depression,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
refuge,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
varying,0.0,0.0,0.29411764705882354,0.7058823529411765,0.0,0.0,0.0,0.0,0.0,0.0
adaptations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
